OrderID,OrderDate,CustomerID,ProductID,RegionID,Salesperson,Quantity,Discount,SalesAmount,CostAmount
O000336,2024-05-12,C00245,P0099,3,Arun,5,0.05,96883.8,82468.5
O000337,2025-03-10,C00132,P0025,1,Vikram,9,0.0,114278.94,85420.35
O000338,2024-01-12,C00106,P0089,2,Priya,6,0.0,93453.66,67452.72
O000339,2024-12-19,C00300,P0033,4,Vikram,7,0.05,83531.05,64548.54
O000340,2025-04-25,C00204,P0097,1,Vikram,9,0.05,34172.81,24100.56
O000341,2024-11-09,C00285,P0062,1,Sneha,10,0.0,189516.6,151548.3
O000342,2025-06-26,C00071,P0085,2,Priya,3,0.0,66185.64,54216.99
O000343,2025-02-14,C00174,P0071,1,Meena,1,0.0,8574.39,6841.68
O000344,2025-12-08,C00003,P0012,5,Priya,10,0.05,161463.99,128339.8
O000345,2024-03-11,C00114,P0048,1,Meena,7,0.2,121517.54,108318.0
O000346,2024-12-01,C00267,P0037,3,Vikram,1,0.2,6393.49,6725.11
O000347,2025-09-08,C00254,P0057,5,Sneha,4,0.0,67071.2,49484.76
O000348,2025-04-17,C00265,P0090,4,Rahul,1,0.05,10924.83,8009.58
O000349,2025-05-24,C00081,P0012,4,Priya,6,0.1,91779.53,77003.88
O000350,2024-12-04,C00103,P0067,1,Arun,9,0.0,74387.88,54657.81
O000351,2025-09-14,C00299,P0045,5,Sneha,4,0.1,5980.39,5545.12
O000352,2024-06-30,C00207,P0074,2,Priya,9,0.0,73171.8,59161.41
O000353,2024-03-19,C00151,P0044,2,Vikram,5,0.15,50110.05,41479.95
O000354,2025-09-04,C00295,P0033,4,Priya,10,0.05,119330.07,92212.2
O000355,2024-08-07,C00174,P0100,1,Priya,10,0.15,48169.92,38913.4
O000356,2025-01-27,C00133,P0009,4,Rahul,4,0.15,62521.04,50183.64
O000357,2024-12-09,C00181,P0067,4,Meena,5,0.0,41326.6,30365.45
O000358,2024-04-06,C00176,P0010,2,Rahul,8,0.0,153398.0,132247.52
O000359,2024-07-19,C00294,P0035,4,Meena,4,0.05,87072.52,67502.6
O000360,2024-07-04,C00124,P0034,5,Rahul,4,0.15,79937.91,74550.68
O000361,2024-10-30,C00055,P0016,4,Meena,8,0.1,69879.24,51907.44
O000362,2025-08-03,C00278,P0006,4,Sneha,10,0.0,209690.4,169417.8
O000363,2025-10-28,C00295,P0036,4,Vikram,5,0.05,63173.96,49367.3
O000364,2025-07-25,C00066,P0007,2,Priya,8,0.2,109699.26,100453.52
O000365,2024-02-09,C00178,P0051,3,Rahul,8,0.2,117117.5,110810.08
O000366,2025-06-21,C00236,P0041,4,Arun,4,0.05,78116.87,57861.92
O000367,2024-04-13,C00186,P0079,1,Rahul,9,0.0,170784.81,115455.78
O000368,2024-08-27,C00176,P0047,2,Priya,4,0.05,47104.8,37097.28
O000369,2025-07-27,C00187,P0052,5,Rahul,10,0.0,266880.0,186839.5
O000370,2025-04-01,C00118,P0013,4,Rahul,9,0.05,215849.88,172255.59
O000371,2024-11-17,C00075,P0095,1,Rahul,7,0.05,125893.34,95915.4
O000372,2025-12-28,C00265,P0069,4,Priya,5,0.0,57466.5,47201.05
O000373,2025-10-03,C00025,P0051,2,Arun,4,0.15,62218.67,55405.04
O000374,2025-01-23,C00050,P0058,5,Sneha,6,0.05,126919.85,108707.46
O000375,2025-03-20,C00132,P0045,1,Sneha,10,0.0,16612.2,13862.8
O000376,2025-04-01,C00276,P0023,1,Sneha,6,0.0,90935.22,61098.42
O000377,2025-02-16,C00229,P0011,5,Sneha,8,0.1,47610.79,43227.36
O000378,2024-05-21,C00086,P0082,4,Sneha,7,0.1,145678.24,112487.2
O000379,2025-03-29,C00037,P0011,2,Rahul,6,0.0,39675.66,32420.52
O000380,2024-09-12,C00137,P0078,3,Sneha,8,0.1,146032.49,110148.48
O000381,2025-11-22,C00267,P0058,3,Rahul,1,0.0,22266.64,18117.91
O000382,2024-07-31,C00129,P0096,4,Arun,4,0.0,82103.88,68906.76
O000383,2024-04-15,C00033,P0061,2,Arun,7,0.05,181340.65,130972.73
O000384,2025-12-28,C00054,P0034,3,Arun,7,0.0,164578.05,130463.69
O000385,2024-08-10,C00146,P0057,1,Rahul,9,0.15,128273.67,111340.71
O000386,2024-02-05,C00183,P0042,4,Priya,9,0.2,48202.13,44618.4
O000387,2025-03-14,C00070,P0090,5,Vikram,10,0.05,109248.29,80095.8
O000388,2025-07-24,C00289,P0056,4,Meena,9,0.0,67049.55,49787.82
O000389,2024-10-24,C00277,P0030,1,Priya,5,0.05,119321.57,97526.95
O000390,2024-08-20,C00156,P0002,2,Sneha,5,0.05,59140.16,52098.0
O000391,2024-01-13,C00252,P0097,1,Arun,7,0.1,25179.97,18744.88
O000392,2025-04-15,C00004,P0071,4,Priya,9,0.05,73311.03,61575.12
O000393,2024-08-12,C00200,P0049,1,Arun,7,0.1,30892.93,27765.08
O000394,2025-02-20,C00140,P0037,1,Vikram,5,0.05,37961.33,33625.55
O000395,2025-09-30,C00094,P0018,4,Meena,8,0.1,84252.74,75275.84
O000396,2024-08-29,C00252,P0025,1,Rahul,1,0.2,10158.13,9491.15
O000397,2024-01-29,C00053,P0037,1,Meena,8,0.1,57541.39,53800.88
O000398,2024-07-30,C00078,P0002,1,Sneha,7,0.0,87153.92,72937.2
O000399,2025-08-26,C00191,P0060,4,Arun,6,0.0,2036.88,1517.1
O000400,2025-07-26,C00075,P0008,4,Priya,2,0.05,9831.83,6994.84
O000401,2024-06-20,C00129,P0049,4,Arun,4,0.05,18633.83,15865.76
O000402,2025-12-15,C00127,P0095,1,Rahul,8,0.1,136305.58,109617.6
O000403,2024-04-07,C00107,P0061,3,Sneha,6,0.0,163615.62,112262.34
O000404,2025-07-11,C00282,P0067,4,Meena,5,0.0,41326.6,30365.45
O000405,2025-10-21,C00112,P0015,2,Priya,6,0.0,71340.72,56215.08
O000406,2025-08-23,C00300,P0016,4,Rahul,1,0.2,7764.36,6488.43
O000407,2025-04-05,C00244,P0089,3,Sneha,2,0.0,31151.22,22484.24
O000408,2025-02-08,C00174,P0098,1,Arun,6,0.1,70700.04,56043.78
O000409,2025-06-23,C00055,P0017,4,Sneha,9,0.1,164309.63,137242.8
O000410,2025-07-29,C00225,P0094,4,Meena,7,0.05,88561.71,63374.22
O000411,2024-05-12,C00021,P0063,3,Vikram,5,0.05,101970.34,90862.75
O000412,2025-02-02,C00291,P0024,3,Sneha,8,0.0,11144.96,8926.88
O000413,2025-09-15,C00284,P0021,2,Priya,5,0.15,38288.29,31786.95
O000414,2025-03-09,C00233,P0001,5,Vikram,7,0.1,168478.44,136162.18
O000415,2025-10-18,C00187,P0100,5,Sneha,2,0.1,10200.69,7782.68
O000416,2025-03-07,C00199,P0025,5,Priya,9,0.0,114278.94,85420.35
O000417,2024-09-06,C00210,P0083,3,Arun,9,0.1,166899.85,157335.57
O000418,2024-02-21,C00067,P0023,5,Rahul,2,0.05,28796.15,20366.14
O000419,2024-04-12,C00293,P0083,3,Meena,8,0.05,156597.39,139853.84
O000420,2025-06-23,C00132,P0007,2,Vikram,2,0.0,34281.02,25113.38
O000421,2025-11-11,C00252,P0011,1,Meena,1,0.05,6281.98,5403.42
O000422,2025-07-21,C00213,P0048,3,Arun,10,0.0,216995.6,154740.0
O000423,2024-02-17,C00037,P0039,2,Vikram,2,0.0,14955.46,10841.56
O000424,2024-07-29,C00198,P0025,4,Meena,4,0.05,48251.11,37964.6
O000425,2025-11-28,C00286,P0096,1,Meena,2,0.1,36946.75,34453.38
O000426,2025-04-02,C00235,P0090,5,Arun,3,0.1,31049.51,24028.74
O000427,2025-03-15,C00259,P0044,5,Vikram,10,0.05,112010.7,82959.9
O000428,2024-10-27,C00162,P0071,4,Sneha,6,0.05,48874.02,41050.08
O000429,2025-05-10,C00166,P0078,3,Vikram,4,0.05,77072.7,55074.24
O000430,2025-03-15,C00131,P0047,1,Priya,7,0.0,86772.0,64920.24
O000431,2024-02-11,C00146,P0077,2,Sneha,1,0.0,1647.88,1383.17
O000432,2024-07-22,C00162,P0003,4,Meena,5,0.15,23793.79,18809.85
O000433,2025-02-16,C00293,P0074,3,Arun,8,0.05,61789.52,52587.92
O000434,2024-05-15,C00188,P0075,2,Sneha,5,0.0,56065.2,45088.5
O000435,2024-11-30,C00112,P0094,3,Priya,3,0.05,37955.02,27160.38
O000436,2025-10-28,C00296,P0013,1,Sneha,1,0.1,22721.04,19139.51
O000437,2025-04-01,C00041,P0100,3,Sneha,7,0.05,37685.88,27239.38
O000438,2025-10-09,C00117,P0096,4,Vikram,1,0.1,18473.37,17226.69
O000439,2025-05-09,C00028,P0040,3,Sneha,9,0.05,167541.27,130228.11
O000440,2024-10-09,C00114,P0020,4,Priya,10,0.05,268189.47,192593.1
O000441,2024-04-04,C00222,P0038,2,Rahul,3,0.0,67240.47,47896.74
O000442,2025-01-23,C00026,P0071,1,Arun,7,0.05,57019.69,47891.76
O000443,2025-08-10,C00067,P0098,5,Rahul,8,0.05,99503.76,74725.04
O000444,2025-03-29,C00288,P0079,2,Vikram,4,0.0,75904.36,51313.68
O000445,2024-08-25,C00221,P0042,3,Vikram,2,0.0,13389.48,9915.2
O000446,2024-12-10,C00188,P0045,2,Sneha,10,0.1,14950.98,13862.8
O000447,2025-08-07,C00087,P0045,2,Priya,10,0.0,16612.2,13862.8
O000448,2024-02-22,C00120,P0026,4,Rahul,2,0.0,49630.42,35333.5
O000449,2024-03-02,C00076,P0037,1,Sneha,8,0.05,60738.14,53800.88
O000450,2024-10-12,C00276,P0028,1,Vikram,5,0.05,35888.58,29393.7
O000451,2025-05-03,C00073,P0089,1,Arun,7,0.05,103577.81,78694.84
O000452,2025-05-30,C00023,P0033,5,Sneha,4,0.1,45219.82,36884.88
O000453,2025-04-29,C00028,P0060,3,Arun,2,0.05,645.01,505.7
O000454,2024-08-28,C00185,P0014,4,Rahul,7,0.05,12447.54,11189.57
O000455,2025-06-29,C00162,P0063,4,Vikram,2,0.0,42934.88,36345.1
O000456,2025-02-09,C00235,P0072,5,Arun,1,0.0,25098.96,17144.51
O000457,2025-03-01,C00171,P0063,4,Rahul,1,0.0,21467.44,18172.55
O000458,2024-10-27,C00155,P0031,3,Vikram,5,0.15,78459.25,75680.3
O000459,2025-05-05,C00199,P0004,5,Sneha,4,0.0,88683.52,66612.44
O000460,2025-10-27,C00071,P0012,1,Vikram,10,0.15,144467.78,128339.8
O000461,2025-06-14,C00214,P0031,3,Priya,5,0.15,78459.25,75680.3
O000462,2024-10-10,C00278,P0017,4,Rahul,10,0.05,192708.83,152492.0
O000463,2025-08-26,C00071,P0040,1,Vikram,3,0.05,55847.09,43409.37
O000464,2025-11-04,C00075,P0084,4,Rahul,6,0.0,64708.74,43988.58
O000465,2025-03-03,C00061,P0024,2,Rahul,1,0.1,1253.81,1115.86
O000466,2025-10-16,C00212,P0053,3,Meena,5,0.0,77281.25,57667.55
O000467,2024-06-25,C00068,P0024,5,Vikram,5,0.1,6269.04,5579.3
O000468,2025-04-26,C00119,P0030,5,Sneha,2,0.1,45216.59,39010.78
O000469,2025-01-23,C00258,P0078,5,Meena,6,0.0,121693.74,82611.36
O000470,2024-11-22,C00243,P0018,5,Rahul,1,0.05,11116.68,9409.48
O000471,2025-12-11,C00139,P0053,5,Meena,4,0.1,55642.5,46134.04
O000472,2024-03-13,C00225,P0079,4,Sneha,8,0.15,129037.41,102627.36
O000473,2024-12-20,C00022,P0078,3,Priya,6,0.05,115609.05,82611.36
O000474,2025-11-23,C00293,P0077,3,Meena,1,0.05,1565.49,1383.17
O000475,2025-01-06,C00022,P0032,3,Priya,1,0.05,1049.13,949.06
O000476,2025-02-20,C00026,P0025,1,Priya,5,0.1,57139.47,47455.75
O000477,2024-09-08,C00086,P0055,4,Arun,9,0.15,142227.58,118539.45
O000478,2025-01-14,C00232,P0012,2,Arun,3,0.1,45889.77,38501.94
O000479,2025-11-22,C00280,P0018,3,Sneha,8,0.0,93614.16,75275.84
O000480,2025-01-07,C00104,P0059,3,Meena,3,0.1,31602.5,25062.09
O000481,2024-05-03,C00059,P0091,1,Sneha,2,0.05,2532.4,2098.0
O000482,2024-11-19,C00262,P0079,1,Priya,9,0.05,162245.57,115455.78
O000483,2025-08-06,C00172,P0073,4,Rahul,3,0.15,6606.9,5615.22
O000484,2024-06-18,C00027,P0054,5,Meena,8,0.0,59186.64,47323.92
O000485,2024-06-19,C00068,P0026,3,Arun,8,0.05,188595.6,141334.0
O000486,2025-02-08,C00003,P0078,5,Rahul,4,0.05,77072.7,55074.24
O000487,2025-01-23,C00210,P0057,5,Arun,4,0.15,57010.52,49484.76
O000488,2024-09-02,C00286,P0027,2,Arun,6,0.0,65603.04,48609.3
O000489,2025-09-30,C00296,P0078,1,Arun,1,0.0,20282.29,13768.56
O000490,2025-12-27,C00083,P0087,2,Meena,10,0.05,180484.32,143808.2
O000491,2025-03-23,C00234,P0096,4,Arun,2,0.1,36946.75,34453.38
O000492,2024-10-06,C00195,P0009,2,Vikram,2,0.0,36777.08,25091.82
O000493,2024-05-12,C00141,P0043,3,Vikram,4,0.1,41563.76,35618.48
O000494,2025-04-25,C00056,P0074,4,Meena,9,0.2,58537.44,59161.41
O000495,2025-01-28,C00148,P0055,4,Sneha,5,0.05,88311.24,65855.25
O000496,2025-12-27,C00182,P0017,5,Priya,9,0.1,164309.63,137242.8
O000497,2025-02-07,C00093,P0079,4,Sneha,4,0.0,75904.36,51313.68
O000498,2024-01-31,C00061,P0095,2,Vikram,7,0.05,125893.34,95915.4
O000499,2024-10-14,C00287,P0082,2,Meena,4,0.1,83244.71,64278.4
O000500,2024-08-16,C00035,P0040,4,Vikram,6,0.1,105815.54,86818.74
O000501,2024-04-25,C00171,P0044,4,Vikram,10,0.2,94324.8,82959.9
O000502,2025-09-16,C00100,P0043,3,Meena,8,0.15,78509.33,71236.96
O000503,2025-08-25,C00070,P0062,5,Priya,9,0.15,144980.2,136393.47
O000504,2025-01-14,C00212,P0096,5,Sneha,10,0.1,184733.73,172266.9
O000505,2024-09-30,C00275,P0003,2,Meena,6,0.1,30232.12,22571.82
O000506,2025-10-21,C00182,P0009,5,Sneha,1,0.0,18388.54,12545.91
O000507,2024-11-13,C00274,P0022,3,Priya,3,0.05,36033.32,30151.14
O000508,2025-10-07,C00158,P0091,4,Meena,1,0.0,1332.84,1049.0
O000509,2024-04-01,C00122,P0048,2,Sneha,4,0.05,82458.33,61896.0
O000510,2024-06-14,C00192,P0005,2,Arun,8,0.05,69656.89,52438.56
O000511,2025-08-26,C00257,P0020,3,Priya,9,0.0,254074.23,173333.79
O000512,2024-10-09,C00051,P0067,2,Rahul,4,0.1,29755.15,24292.36
O000513,2025-01-11,C00268,P0015,1,Meena,10,0.15,101066.02,93691.8
O000514,2024-10-13,C00024,P0014,3,Meena,5,0.0,9359.05,7992.55
O000515,2025-07-31,C00108,P0042,5,Sneha,5,0.05,31800.01,24788.0
O000516,2025-08-09,C00061,P0035,3,Arun,1,0.2,18331.06,16875.65
O000517,2025-03-21,C00053,P0027,1,Vikram,6,0.0,65603.04,48609.3
O000518,2025-11-25,C00146,P0074,1,Arun,5,0.1,36585.9,32867.45
O000519,2024-10-17,C00228,P0007,4,Meena,1,0.0,17140.51,12556.69
O000520,2024-03-01,C00219,P0051,5,Vikram,10,0.1,164696.49,138512.6
O000521,2025-06-16,C00229,P0079,5,Sneha,4,0.1,68313.92,51313.68
O000522,2025-06-03,C00274,P0011,3,Priya,10,0.0,66126.1,54034.2
O000523,2025-09-04,C00240,P0013,5,Meena,8,0.05,191866.56,153116.08
O000524,2025-11-28,C00074,P0079,4,Sneha,7,0.0,132832.63,89798.94
O000525,2025-11-09,C00170,P0042,5,Arun,2,0.05,12720.01,9915.2
O000526,2024-10-27,C00237,P0022,5,Sneha,10,0.05,120111.07,100503.8
O000527,2025-02-14,C00208,P0092,5,Sneha,9,0.1,177863.53,168313.23
O000528,2025-08-22,C00273,P0060,3,Priya,4,0.1,1222.13,1011.4
O000529,2025-03-13,C00247,P0050,2,Meena,10,0.05,267337.32,188384.9
O000530,2025-12-18,C00291,P0044,3,Rahul,3,0.1,31834.62,24887.97
O000531,2024-03-24,C00294,P0063,5,Priya,6,0.05,122364.41,109035.3
O000532,2025-09-09,C00091,P0040,4,Arun,10,0.0,195954.7,144697.9
O000533,2025-09-04,C00195,P0042,2,Meena,1,0.0,6694.74,4957.6
O000534,2025-09-06,C00298,P0097,4,Arun,3,0.1,10791.41,8033.52
O000535,2025-01-07,C00150,P0050,2,Priya,4,0.0,112563.08,75353.96
O000536,2025-10-15,C00154,P0073,3,Meena,5,0.15,11011.5,9358.7
O000537,2025-11-21,C00177,P0012,4,Vikram,9,0.05,145317.6,115505.82
O000538,2024-05-06,C00151,P0008,2,Vikram,1,0.0,5174.65,3497.42
O000539,2025-03-21,C00184,P0015,5,Arun,4,0.05,45182.46,37476.72
O000540,2025-04-11,C00163,P0092,4,Priya,7,0.05,146023.76,130910.29
O000541,2025-05-29,C00244,P0018,3,Priya,6,0.15,59679.03,56456.88
O000542,2024-05-29,C00065,P0018,1,Rahul,8,0.1,84252.74,75275.84
O000543,2025-12-15,C00070,P0011,4,Priya,10,0.2,52900.88,54034.2
O000544,2025-05-03,C00233,P0066,5,Priya,7,0.05,36138.56,26938.03
O000545,2024-06-23,C00004,P0074,4,Meena,4,0.1,29268.72,26293.96
O000546,2024-08-27,C00280,P0074,3,Arun,10,0.05,77236.9,65734.9
O000547,2024-11-08,C00298,P0062,4,Arun,3,0.1,51169.48,45464.49
O000548,2025-02-27,C00144,P0060,1,Vikram,10,0.0,3394.8,2528.5
O000549,2025-01-20,C00040,P0088,4,Vikram,5,0.1,54751.55,45753.15
O000550,2025-10-31,C00274,P0100,4,Vikram,8,0.05,43069.58,31130.72
O000551,2024-10-12,C00181,P0038,4,Arun,10,0.1,201721.41,159655.8
O000552,2025-07-10,C00289,P0034,4,Vikram,3,0.05,67006.78,55913.01
O000553,2025-05-25,C00150,P0095,2,Sneha,8,0.0,151450.64,109617.6
O000554,2025-02-12,C00143,P0033,3,Sneha,5,0.0,62805.3,46106.1
O000555,2024-04-23,C00090,P0076,2,Meena,8,0.05,127164.26,115993.76
O000556,2024-06-15,C00121,P0063,3,Vikram,1,0.0,21467.44,18172.55
O000557,2024-03-30,C00075,P0077,4,Rahul,8,0.1,11864.74,11065.36
O000558,2024-12-10,C00197,P0031,2,Meena,3,0.0,55383.0,45408.18
O000559,2025-07-15,C00177,P0007,4,Arun,1,0.0,17140.51,12556.69
O000560,2024-11-30,C00155,P0061,3,Vikram,4,0.05,103623.23,74841.56
O000561,2025-06-26,C00243,P0034,4,Arun,5,0.2,94044.6,93188.35
O000562,2025-01-04,C00162,P0068,4,Arun,2,0.15,45072.3,39567.24
O000563,2025-05-12,C00222,P0079,2,Sneha,6,0.0,113856.54,76970.52
O000564,2025-08-28,C00131,P0084,1,Priya,4,0.1,38825.24,29325.72
O000565,2025-04-10,C00100,P0067,3,Meena,3,0.0,24795.96,18219.27
O000566,2024-01-16,C00005,P0009,1,Vikram,2,0.1,33099.37,25091.82
O000567,2024-10-27,C00146,P0033,1,Arun,10,0.0,125610.6,92212.2
O000568,2025-11-22,C00112,P0077,2,Meena,2,0.0,3295.76,2766.34
O000569,2025-04-21,C00193,P0085,5,Meena,10,0.15,187525.98,180723.3
O000570,2024-06-22,C00057,P0090,3,Sneha,8,0.1,82798.7,64076.64
O000571,2024-03-22,C00233,P0036,5,Meena,6,0.0,79798.68,59240.76
O000572,2025-08-14,C00142,P0100,4,Sneha,1,0.0,5667.05,3891.34
O000573,2025-09-04,C00092,P0057,2,Vikram,7,0.0,117374.6,86598.33
O000574,2025-02-03,C00074,P0070,4,Rahul,10,0.1,181701.9,146627.2
O000575,2025-11-06,C00133,P0014,1,Vikram,5,0.1,8423.15,7992.55
O000576,2024-01-25,C00255,P0020,3,Arun,1,0.1,25407.42,19259.31
O000577,2024-08-25,C00169,P0051,3,Vikram,8,0.05,139077.04,110810.08
O000578,2024-12-03,C00036,P0070,4,Priya,8,0.0,161512.8,117301.76
O000579,2025-03-05,C00184,P0043,5,Priya,1,0.1,10390.94,8904.62
O000580,2025-12-05,C00047,P0047,5,Sneha,2,0.15,21073.2,18548.64
O000581,2025-08-01,C00149,P0083,4,Vikram,1,0.2,16483.94,17481.73
O000582,2025-05-28,C00154,P0090,3,Arun,6,0.05,65548.97,48057.48
O000583,2025-10-20,C00225,P0095,4,Arun,4,0.0,75725.32,54808.8
O000584,2025-12-28,C00123,P0063,2,Vikram,5,0.05,101970.34,90862.75
O000585,2025-12-09,C00231,P0003,1,Sneha,1,0.05,5318.61,3761.97
O000586,2024-07-14,C00268,P0059,5,Vikram,3,0.1,31602.5,25062.09
O000587,2024-07-30,C00037,P0005,2,Priya,1,0.05,8707.11,6554.82
O000588,2025-11-09,C00024,P0032,3,Rahul,1,0.0,1104.35,949.06
O000589,2024-02-27,C00158,P0013,4,Rahul,10,0.0,252456.0,191395.1
O000590,2025-09-07,C00059,P0064,1,Vikram,4,0.0,85773.76,59251.72
O000591,2024-07-06,C00173,P0095,3,Sneha,2,0.2,30290.13,27404.4
O000592,2025-04-01,C00071,P0042,1,Rahul,1,0.05,6360.0,4957.6
O000593,2024-10-15,C00062,P0036,4,Rahul,6,0.05,75808.75,59240.76
O000594,2024-12-28,C00298,P0006,5,Priya,3,0.0,62907.12,50825.34
O000595,2025-01-31,C00004,P0001,4,Arun,10,0.15,227312.18,194517.4
O000596,2024-12-12,C00244,P0089,2,Meena,5,0.05,73984.15,56210.6
O000597,2024-12-09,C00090,P0079,2,Vikram,3,0.1,51235.44,38485.26
O000598,2025-04-25,C00046,P0081,5,Sneha,6,0.05,144390.06,118670.58
O000599,2025-03-20,C00099,P0016,3,Arun,10,0.05,92201.77,64884.3
O000600,2025-08-01,C00277,P0065,1,Meena,4,0.0,85594.6,70650.24
O000601,2024-06-29,C00077,P0088,4,Priya,8,0.0,97336.08,73205.04
O000602,2025-06-03,C00023,P0007,5,Sneha,4,0.05,65133.94,50226.76
O000603,2024-10-14,C00233,P0006,1,Vikram,3,0.0,62907.12,50825.34
O000604,2024-02-06,C00264,P0015,2,Meena,8,0.05,90364.91,74953.44
O000605,2024-10-08,C00102,P0096,2,Sneha,4,0.1,73893.49,68906.76
O000606,2024-10-08,C00051,P0031,2,Rahul,7,0.15,109842.95,105952.42
O000607,2024-03-20,C00300,P0063,4,Rahul,4,0.2,68695.81,72690.2
O000608,2025-01-08,C00199,P0048,2,Meena,6,0.2,104157.89,92844.0
O000609,2024-07-06,C00066,P0005,2,Arun,5,0.0,45826.9,32774.1
O000610,2025-09-28,C00235,P0054,5,Sneha,4,0.15,25154.32,23661.96
O000611,2025-04-20,C00088,P0074,2,Rahul,2,0.05,15447.38,13146.98
O000612,2025-02-23,C00111,P0076,5,Priya,5,0.0,83660.7,72496.1
O000613,2024-12-20,C00127,P0032,1,Vikram,4,0.15,3754.79,3796.24
O000614,2025-04-12,C00077,P0074,4,Priya,1,0.0,8130.2,6573.49
O000615,2025-01-19,C00259,P0005,5,Priya,8,0.15,62324.58,52438.56
O000616,2025-06-20,C00051,P0058,2,Arun,9,0.1,180359.78,163061.19
O000617,2025-06-18,C00209,P0028,3,Rahul,2,0.0,15110.98,11757.48
O000618,2025-06-02,C00083,P0091,2,Vikram,10,0.0,13328.4,10490.0
O000619,2025-01-08,C00071,P0091,1,Sneha,8,0.1,9596.45,8392.0
O000620,2024-01-03,C00037,P0050,2,Sneha,9,0.0,253266.93,169546.41
O000621,2024-12-19,C00139,P0090,5,Vikram,10,0.1,103498.38,80095.8
O000622,2025-08-18,C00042,P0080,4,Meena,1,0.05,5115.76,4499.7
O000623,2025-11-04,C00187,P0007,3,Priya,10,0.0,171405.1,125566.9
O000624,2024-11-06,C00287,P0091,2,Rahul,6,0.0,7997.04,6294.0
O000625,2024-04-24,C00245,P0095,3,Vikram,4,0.1,68152.79,54808.8
O000626,2025-08-01,C00165,P0046,2,Vikram,7,0.0,184096.57,139739.18
O000627,2024-03-10,C00177,P0058,4,Vikram,2,0.05,42306.62,36235.82
O000628,2025-03-02,C00273,P0038,3,Sneha,2,0.0,44826.98,31931.16
O000629,2025-10-19,C00045,P0011,1,Rahul,5,0.2,26450.44,27017.1
O000630,2024-03-23,C00085,P0036,2,Priya,3,0.15,33914.44,29620.38
O000631,2025-02-23,C00012,P0038,2,Meena,9,0.2,161377.13,143690.22
O000632,2025-01-21,C00216,P0057,4,Arun,5,0.0,83839.0,61855.95
O000633,2024-01-29,C00119,P0067,5,Priya,10,0.0,82653.2,60730.9
O000634,2025-05-18,C00168,P0063,2,Meena,9,0.15,164225.92,163552.95
O000635,2025-01-01,C00156,P0073,3,Rahul,5,0.0,12954.7,9358.7
O000636,2024-11-10,C00148,P0099,4,Rahul,6,0.0,122379.54,98962.2
O000637,2025-12-03,C00083,P0092,2,Rahul,3,0.15,55994.07,56104.41
O000638,2025-06-18,C00079,P0021,2,Arun,6,0.05,51351.36,38144.34
O000639,2024-12-29,C00190,P0024,1,Meena,1,0.1,1253.81,1115.86
O000640,2025-12-17,C00076,P0048,1,Rahul,9,0.0,195296.04,139266.0
O000641,2025-11-11,C00208,P0064,5,Priya,6,0.0,128660.64,88877.58
O000642,2025-12-12,C00280,P0065,3,Meena,5,0.05,101643.59,88312.8
O000643,2024-09-11,C00294,P0086,5,Meena,8,0.0,71008.8,53305.12
O000644,2024-04-23,C00246,P0006,5,Arun,5,0.0,104845.2,84708.9
O000645,2025-04-29,C00113,P0058,5,Sneha,1,0.1,20039.98,18117.91
O000646,2024-07-01,C00270,P0029,5,Sneha,4,0.0,90474.36,66129.72
O000647,2025-03-07,C00229,P0087,5,Arun,9,0.05,162435.89,129427.38
O000648,2025-02-02,C00262,P0008,1,Sneha,7,0.0,36222.55,24481.94
O000649,2025-09-30,C00190,P0050,1,Sneha,6,0.05,160402.39,113030.94
O000650,2025-12-17,C00288,P0012,2,Priya,7,0.15,101127.45,89837.86
O000651,2024-09-10,C00218,P0094,1,Rahul,10,0.05,126516.72,90534.6
O000652,2024-05-20,C00156,P0061,4,Vikram,6,0.0,163615.62,112262.34
O000653,2025-12-06,C00193,P0012,3,Priya,3,0.05,48439.2,38501.94
O000654,2025-06-29,C00071,P0026,1,Priya,5,0.05,117872.25,88333.75
O000655,2024-02-19,C00155,P0075,3,Vikram,8,0.0,89704.32,72141.6
O000656,2025-08-21,C00079,P0034,2,Meena,8,0.0,188089.2,149101.36
O000657,2025-05-31,C00148,P0054,4,Meena,4,0.0,29593.32,23661.96
O000658,2025-08-04,C00253,P0009,4,Sneha,10,0.05,174691.13,125459.1
O000659,2024-12-26,C00133,P0081,4,Meena,2,0.05,48130.02,39556.86
O000660,2025-07-14,C00009,P0034,2,Arun,3,0.0,70533.45,55913.01
O000661,2025-10-15,C00070,P0046,5,Sneha,6,0.05,149907.21,119776.44
O000662,2025-11-06,C00183,P0007,4,Vikram,2,0.05,32566.97,25113.38
O000663,2025-08-05,C00094,P0098,2,Vikram,6,0.15,66772.26,56043.78
O000664,2025-09-13,C00155,P0035,3,Meena,6,0.0,137482.92,101253.9
O000665,2025-04-04,C00074,P0002,3,Sneha,8,0.05,94624.26,83356.8
O000666,2025-11-11,C00084,P0014,5,Vikram,4,0.15,6364.15,6394.04
O000667,2025-08-23,C00287,P0079,2,Vikram,9,0.1,153706.33,115455.78
O000668,2025-06-24,C00059,P0054,1,Arun,2,0.15,12577.16,11830.98
O000669,2025-11-13,C00246,P0045,5,Sneha,3,0.15,4236.11,4158.84
O000670,2025-10-22,C00268,P0098,5,Rahul,5,0.0,65463.0,46703.15
O000671,2025-09-05,C00114,P0017,4,Rahul,4,0.0,81140.56,60996.8
